share,price,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,hpwt,air,mpdu,spaceu,tu,blp_1995_hpwt_2,blp_1995_hpwt_3,mpdu_2,mpdu_3,spaceu_2,spaceu_3,tu_2,tu_3,blp_1995_hpwt_blp_1995_air,mpdu_blp_1995_air,spaceu_blp_1995_air,tu_blp_1995_air,blp_1995_hpwt_mpdu,blp_1995_hpwt_spaceu,blp_1995_hpwt_tu,mpdu_spaceu,mpdu_tu,spaceu_tu
-6.730022021414296,4.935802469135802,4,1.840966834987801,0,0.9778492935635792,2.9949,0,0.8497015910666463,0.39328944630282314,0.24096402895643823,0.05985097938950862,2.26325313,1.725089365629,0,0,0,0,0,0,0.45148890587154505,1.3720794776131089,0,0.7262265765306122,0,0,87,44.55553907713081,0,23.903583202511776,62.78065,0,24.805018651413334,14.88790583731535,6.811860094274699,2.0138490181765913,47.3372908675,36.995550737018874,0,0,0,0,0,0,12.02532689282415,33.35697389588159,0,16.708937694760596,0,0,0.5289968652037618,0,0.2697350863422292,0.5751000000000001,0,0.2798376833954069,0.14803325728205302,0.07275701680404985,0.019625120209643406,0.3307400100000001,0.19020857975100006,0,0,0,0,0,0,0.14268901511050527,0.30422609717868343,0,0.15512464815541602,0,0
-7.180406542044106,5.516049382716049,4,1.87563927690339,0,0.9710145211930925,2.931,0,0.8851826390028685,0.42053125068487635,0.23723015901211647,0.05832102585834454,2.1856721400000003,1.65438082638,0,0,0,0,0,0,0.4574626850749956,1.36043226831065,0,0.7046230849686028,0,0,87,44.55553907713081,0,23.903583202511776,62.78065,0,24.805018651413334,14.88790583731535,6.811860094274699,2.0138490181765913,47.3372908675,36.995550737018874,0,0,0,0,0,0,12.02532689282415,33.35697389588159,0,16.708937694760596,0,0,0.4943244232881729,0,0.27656985871271583,0.639,0,0.24435663545918473,0.12079145289999979,0.0764908867483716,0.02115507374080748,0.408321,0.26091711900000003,0,0,0,0,0,0,0.1367152359070547,0.3158733064811425,0,0.17672813971742543,0,0
-7.857302587935924,7.108641975308641,4,1.9023502606349296,0,1.0023273155416013,2.8404,0,0.9108769456080682,0.43907325988800056,0.2535700181399392,0.06472363514644586,2.06167698,1.526920075044,0,0,0,0,0,0,0.4794924215391408,1.3351348092912727,0,0.7024116705259026,0,0,87,44.55553907713081,0,23.903583202511776,62.78065,0,24.805018651413334,14.88790583731535,6.811860094274699,2.0138490181765913,47.3372908675,36.995550737018874,0,0,0,0,0,0,12.02532689282415,33.35697389588159,0,16.708937694760596,0,0,0.4676134395566332,0,0.24525706436420722,0.7296,0,0.21866232885398507,0.1022494436968756,0.06015102762054888,0.014752464452706162,0.53231616,0.388377870336,0,0,0,0,0,0,0.11468549944290951,0.3411707655005196,0,0.17893955416012558,0,0
-7.429667099431243,6.8395061728395055,4,1.9434234158313732,0,1.0064599686028257,2.7666,0,0.9476026602799819,0.4637194084361253,0.2555800640342781,0.06545688960784217,1.94854158,1.396742162076,0,0,0,0,0,0,0.49132864601869275,1.3336231103368161,0,0.6876318726452119,0,0,87,44.55553907713081,0,23.903583202511776,62.78065,0,24.805018651413334,14.88790583731535,6.811860094274699,2.0138490181765913,47.3372908675,36.995550737018874,0,0,0,0,0,0,12.02532689282415,33.35697389588159,0,16.708937694760596,0,0,0.4265402843601896,0,0.2411244113029827,0.8034,0,0.1819366141820714,0.07760329514875083,0.058140981726209975,0.014019209991309855,0.64545156,0.518555783304,0,0,0,0,0,0,0.10284927496335755,0.3426824644549763,0,0.1937193520408163,0,0
-7.595531388019709,8.928395061728395,4,1.9174750124087574,0,1.032686420722135,2.7471,0,0.924793261890648,0.44867744902767925,0.2675399128991803,0.0695518683944669,1.9168287300000002,1.358059352391,0,0,0,0,0,0,0.49693902542382706,1.3039526336153218,0,0.7045116940737833,0,0,87,44.55553907713081,0,23.903583202511776,62.78065,0,24.805018651413334,14.88790583731535,6.811860094274699,2.0138490181765913,47.3372908675,36.995550737018874,0,0,0,0,0,0,12.02532689282415,33.35697389588159,0,16.708937694760596,0,0,0.45248868778280543,0,0.21489795918367344,0.8229,0,0.20474601257140518,0.09264525455719691,0.046181132861307775,0.009924231204685118,0.6771644099999999,0.5572385929889999,0,0,0,0,0,0,0.09723889555822328,0.37235294117647055,0,0.17683953061224486,0,0
-5.766240868596116,7.153086419753087,28,16.964809142491518,0,7.0458555729984305,23.06165,0,10.844929750624717,7.241427910492248,1.8014222304901313,0.4677272936101683,19.2341697825,16.209858775824877,0,0,0,0,0,0,4.330248839679099,14.090158098389251,0,5.7938618191719,0,0,63,29.509822988064688,0,17.858624411302984,42.4778,0,14.88634383513533,8.09614568850274,5.2633041384807315,1.6105857068578073,30.039068785,22.167183445646,0,0,0,0,0,0,8.178031777215272,20.577375103627418,0,11.596314120682889,0,0,0.4508706467661691,0,0.24668759811616955,0.8112,0,0.20328434011534363,0.09165494190523889,0.060854771064324784,0.015012117307767655,0.6580454400000001,0.5338064609280001,0,0,0,0,0,0,0.11122419691183016,0.3657462686567164,0,0.20011297959183674,0,0
-5.805258949951248,9.856790123456788,28,16.851677827511732,0,7.045696624803768,22.98885,0,10.730115877886774,7.153674836320352,1.8013437841288704,0.4676982566408231,19.1107592225,16.052858132752874,0,0,0,0,0,0,4.302251100221406,13.957326632862543,0,5.775762451824961,0,0,63,29.509822988064688,0,17.858624411302984,42.4778,0,14.88634383513533,8.09614568850274,5.2633041384807315,1.6105857068578073,30.039068785,22.167183445646,0,0,0,0,0,0,8.178031777215272,20.577375103627418,0,11.596314120682889,0,0,0.5640019617459539,0,0.24684654631083203,0.884,0,0.3180982128532844,0.17940801607713439,0.06093321742558574,0.015041154277112848,0.781456,0.690807104,0,0,0,0,0,0,0.1392219363695227,0.4985777341834232,0,0.2182123469387755,0,0
-7.49883229557828,11.269135802469135,28,16.684312248045707,0,6.9790973312401885,22.98885,0,10.513315610401602,6.941875466034324,1.764028707019881,0.45194389172131755,19.1107592225,16.052858132752874,0,0,0,0,0,0,4.212228923378857,13.809375460614575,0,5.716888676314757,0,0,63,29.509822988064688,0,17.858624411302984,42.4778,0,14.88634383513533,8.09614568850274,5.2633041384807315,1.6105857068578073,30.039068785,22.167183445646,0,0,0,0,0,0,8.178031777215272,20.577375103627418,0,11.596314120682889,0,0,0.7313675412119804,0,0.31344583987441127,0.884,0,0.5348984803384579,0.3912073863631628,0.09824829453457506,0.030795519196618413,0.781456,0.690807104,0,0,0,0,0,0,0.2292441132120723,0.6465289064313907,0,0.27708612244897957,0,0
-5.8982908594522385,12.135802469135802,28,16.696665865495987,0,6.998806907378336,22.96485,0,10.531233068176867,6.9613662988539895,1.775996008920716,0.4573955545102451,19.0677512225,15.995051924752875,0,0,0,0,0,0,4.230272573050817,13.803039724270345,0,5.72726227129121,0,0,63,29.509822988064688,0,17.858624411302984,42.4778,0,14.88634383513533,8.09614568850274,5.2633041384807315,1.6105857068578073,30.039068785,22.167183445646,0,0,0,0,0,0,8.178031777215272,20.577375103627418,0,11.596314120682889,0,0,0.7190139237616981,0,0.2937362637362638,0.908,0,0.5169810225631931,0.3717165535434965,0.08628099263373994,0.025343856407690872,0.8244640000000001,0.748613312,0,0,0,0,0,0,0.21120046354011207,0.652864642775622,0,0.26671252747252755,0,0
-7.375341446837653,12.970370370370368,28,16.68735608983572,0,7.00993328100471,23.00085,0,10.517758679600362,6.9467396049778225,1.7824086515665318,0.46016782530459044,19.1318312225,16.080610388752877,0,0,0,0,0,0,4.235641555932858,13.820806101150012,0,5.747538974587912,0,0,63,29.509822988064688,0,17.858624411302984,42.4778,0,14.88634383513533,8.09614568850274,5.2633041384807315,1.6105857068578073,30.039068785,22.167183445646,0,0,0,0,0,0,8.178031777215272,20.577375103627418,0,11.596314120682889,0,0,0.7283236994219653,0,0.2826098901098901,0.8720000000000001,0,0.5304554111396972,0.38634324741966386,0.07986834998792418,0.022571585613345494,0.7603840000000002,0.6630548480000003,0,0,0,0,0,0,0.20583148065807025,0.6350982658959539,0,0.24643582417582421,0,0
-8.842059385106275,14.999999999999998,28,16.683195712824567,0,7.018516483516484,22.96885,0,10.511681168511977,6.940081030383286,1.7871863760384605,0.4621625755381171,19.0749992225,16.004901972752876,0,0,0,0,0,0,4.240752851407596,13.793738761950426,0,5.74625467317504,0,0,63,29.509822988064688,0,17.858624411302984,42.4778,0,14.88634383513533,8.09614568850274,5.2633041384807315,1.6105857068578073,30.039068785,22.167183445646,0,0,0,0,0,0,8.178031777215272,20.577375103627418,0,11.596314120682889,0,0,0.7324840764331211,0,0.27402668759811616,0.9039999999999999,0,0.5365329222280824,0.3930018220142005,0.07509062551599555,0.02057683537981884,0.8172159999999998,0.7387632639999998,0,0,0,0,0,0,0.2007201851833335,0.6621656050955413,0,0.247720125588697,0,0
-5.785088156050143,16.044444444444444,28,16.686292897080097,0,7.019311224489797,22.96885,0,10.516208852259577,6.945045204880009,1.7876213048980765,0.4623410895938825,19.0749992225,16.004901972752876,0,0,0,0,0,0,4.24218123619863,13.796538616517426,0,5.746973119014914,0,0,63,29.509822988064688,0,17.858624411302984,42.4778,0,14.88634383513533,8.09614568850274,5.2633041384807315,1.6105857068578073,30.039068785,22.167183445646,0,0,0,0,0,0,8.178031777215272,20.577375103627418,0,11.596314120682889,0,0,0.7293868921775898,0,0.2732319466248038,0.9039999999999999,0,0.532005238480483,0.388037647517477,0.07465569665637964,0.02039832132405347,0.8172159999999998,0.7387632639999998,0,0,0,0,0,0,0.19929180039229874,0.6593657505285411,0,0.24700167974882264,0,0
-7.407177012746332,18.229629629629628,28,16.634931126156083,0,7.004211145996861,22.98485,0,10.438645615805116,6.857163080523146,1.7791416448459594,0.45876882515928946,19.1036712225,16.043438164752875,0,0,0,0,0,0,4.216358193450875,13.762599554211741,0,5.737935960459184,0,0,63,29.509822988064688,0,17.858624411302984,42.4778,0,14.88634383513533,8.09614568850274,5.2633041384807315,1.6105857068578073,30.039068785,22.167183445646,0,0,0,0,0,0,8.178031777215272,20.577375103627418,0,11.596314120682889,0,0,0.7807486631016043,0,0.2883320251177394,0.8880000000000001,0,0.6095684749349424,0.47591977187434004,0.08313535670849671,0.023970585758646502,0.7885440000000002,0.7002270720000003,0,0,0,0,0,0,0.22511484314005323,0.6933048128342247,0,0.25603883830455265,0,0
-7.880065770407466,19.1679012345679,28,16.699168885830897,0,7.022172291993721,22.95685,0,10.534826216010583,6.9652348424667085,1.789176589277859,0.4629751881866137,19.0531592225,15.975089940752875,0,0,0,0,0,0,4.247749353731732,13.799580379507026,0,5.746315073489011,0,0,63,29.509822988064688,0,17.858624411302984,42.4778,0,14.88634383513533,8.09614568850274,5.2633041384807315,1.6105857068578073,30.039068785,22.167183445646,0,0,0,0,0,0,8.178031777215272,20.577375103627418,0,11.596314120682889,0,0,0.7165109034267912,0,0.27037087912087915,0.916,0,0.5133878747294766,0.3678480099307776,0.07310041227659704,0.01976422273132225,0.839056,0.7685752960000001,0,0,0,0,0,0,0.1937236828591969,0.6563239875389408,0,0.24765972527472532,0,0
